ID,Station,year,month,day,T_mean,T_max,T_min2,Prec(mm)
2387,ხაიში,1961,7,14,18,23.1,14.6,0.05
2388,ხაიში,1961,7,15,19.4,26.8,12.9,0
2389,ხაიში,1961,7,16,18.4,24.9,12.5,0
2390,ხაიში,1961,7,17,21.1,30.8,15.7,0
2391,ხაიში,1961,7,18,22.2,30.8,15.4,0
2392,ხაიში,1961,7,19,22.6,35.7,14.7,0
2393,ხაიში,1961,7,20,20.3,23.8,19,5.1
2394,ხაიში,1961,7,21,19.5,26.7,13.2,0
2395,ხაიში,1961,7,22,20.5,24.7,18,0
2396,ხაიში,1961,7,23,20.4,24.8,16.8,0
2397,ხაიში,1961,7,24,21.5,28.4,16.7,0
2398,ხაიში,1961,7,25,20.1,24,19.2,0
2399,ხაიში,1961,7,26,21.3,26.6,17.4,0
2400,ხაიში,1961,7,27,20.4,26.4,16.6,0
2401,ხაიში,1961,7,28,19.6,23.8,16.7,5.5
2402,ხაიში,1961,7,29,18.5,23.4,15.3,21.5
2403,ხაიში,1961,7,30,20.2,27.2,15.2,0
2404,ხაიში,1961,7,31,22.1,29.5,16.7,0
2405,ხაიში,1961,8,1,20.4,27.8,16.8,1.9
2406,ხაიში,1961,8,2,18.8,26.8,14.3,0
2407,ხაიში,1961,8,3,21.4,29.3,15.4,0
2408,ხაიში,1961,8,4,21.8,28.8,15.5,0
2409,ხაიში,1961,8,5,21,27.3,17.5,0
2410,ხაიში,1961,8,6,17.7,25.5,13.8,3
2411,ხაიში,1961,8,7,18.2,25.4,12.8,0
2412,ხაიში,1961,8,8,19.4,30.3,13.5,0
2413,ხაიში,1961,8,9,21.7,32.6,14.4,0
2414,ხაიში,1961,8,10,19.2,27.8,11.8,0
2415,ხაიში,1961,8,11,23.2,30.2,17.3,0
2416,ხაიში,1961,8,12,23.8,31.3,18.4,0
2417,ხაიში,1961,8,13,24.3,30.9,18.9,0
2418,ხაიში,1961,8,14,24.1,32.2,18.3,0
2419,ხაიში,1961,8,15,25.2,30.9,19.9,0
2420,ხაიში,1961,8,16,23.1,30.9,18.7,0
2421,ხაიში,1961,8,17,25.2,32.7,19.5,0
2422,ხაიში,1961,8,18,25.8,40.2,18,0
2423,ხაიში,1961,8,19,23.2,30,19.4,8.5
2424,ხაიში,1961,8,20,19.2,25,15.6,3.2
2425,ხაიში,1961,8,21,19.2,26.9,12.8,0
2426,ხაიში,1961,8,22,20.4,25.9,16.8,0
2427,ხაიში,1961,8,23,20.2,27.4,14.7,0
2428,ხაიში,1961,8,24,20.6,26.8,15.8,0
2429,ხაიში,1961,8,25,18.1,23.8,14.5,0
2430,ხაიში,1961,8,26,17,23.5,12.3,0
2431,ხაიში,1961,8,27,17.6,24.5,13.7,0
2432,ხაიში,1961,8,28,17.4,24.9,11.2,0
2433,ხაიში,1961,8,29,18.2,25.9,13.8,0
2434,ხაიში,1961,8,30,17.8,24.5,11.8,0
2435,ხაიში,1961,8,31,15.4,20.2,11.8,1.5
2436,ხაიში,1961,9,1,13.5,20.8,9,0.6
2437,ხაიში,1961,9,2,13,21.5,6.2,0
2438,ხაიში,1961,9,3,17.8,25.3,12.2,0
2439,ხაიში,1961,9,4,14.5,19.6,10.1,1
2440,ხაიში,1961,9,5,15.4,23.5,8.1,0.05
2441,ხაიში,1961,9,6,16.5,24.8,9.8,0
2442,ხაიში,1961,9,7,18.9,28.8,12.8,0
2443,ხაიში,1961,9,8,19.9,29.4,12.8,0
2444,ხაიში,1961,9,9,18.9,27.5,12.9,0
2445,ხაიში,1961,9,10,18.2,25.5,13.3,0
2446,ხაიში,1961,9,11,18.3,28.5,12.5,0
2447,ხაიში,1961,9,12,14.4,19.4,12.8,37
2448,ხაიში,1961,9,13,14.6,20,11.2,11
2449,ხაიში,1961,9,14,15.3,19.5,13.7,3.7
2450,ხაიში,1961,9,15,14.9,22.7,10.4,0
2451,ხაიში,1961,9,16,15.6,23.5,10.2,0
2452,ხაიში,1961,9,17,16.2,19.3,14.3,7.1
2453,ხაიში,1961,9,18,15.2,19.8,14,0.05
2454,ხაიში,1961,9,19,14.2,18.8,11.3,0
2455,ხაიში,1961,9,20,10.8,15.9,8.3,7.2
2456,ხაიში,1961,9,21,10.8,14.9,9.6,8
2457,ხაიში,1961,9,22,10,15.9,7,1.1
2458,ხაიში,1961,9,23,11.5,18.5,7.8,0
2459,ხაიში,1961,9,24,13.2,22,7.5,0
2460,ხაიში,1961,9,25,13,17.5,11.3,19.2
2461,ხაიში,1961,9,26,12.9,15.8,10.7,0.05
2462,ხაიში,1961,9,27,11.7,18.3,8.8,0
2463,ხაიში,1961,9,28,12.9,22.3,7.7,0
2464,ხაიში,1961,9,29,13.6,19.2,11.3,0
2465,ხაიში,1961,9,30,12.1,13.9,9.7,13.9
2466,ხაიში,1961,10,1,12.4,18.9,10,0
2467,ხაიში,1961,10,2,10.9,17.6,6.2,2.6
2468,ხაიში,1961,10,3,11,17.7,6.8,8
2469,ხაიში,1961,10,4,11.2,18.3,8.1,0
2470,ხაიში,1961,10,5,11.7,18.5,6.2,0
2471,ხაიში,1961,10,6,11.3,17.4,6.4,0
2472,ხაიში,1961,10,7,10.1,19.5,6.4,0
2473,ხაიში,1961,10,8,12.7,21.9,7.7,0
2474,ხაიში,1961,10,9,11.8,19.7,7.7,0
2475,ხაიში,1961,10,10,11,18.5,6.9,0
2476,ხაიში,1961,10,11,12.7,19.9,7,0
2477,ხაიში,1961,10,12,12.8,20.4,8.4,0
2478,ხაიში,1961,10,13,14.2,20.9,11.2,0
2479,ხაიში,1961,10,14,13.8,18.8,10.1,5
2480,ხაიში,1961,10,15,10.6,14.5,9.1,23.1
2481,ხაიში,1961,10,16,9,12,7.2,3.8
2482,ხაიში,1961,10,17,6.6,8,5.7,10
2483,ხაიში,1961,10,18,8,12.8,4.7,0.05
2484,ხაიში,1961,10,19,8,13.9,4.1,0
2485,ხაიში,1961,10,20,8.2,15.2,3.8,0
2486,ხაიში,1961,10,21,8.4,14.5,4.6,6.8
2487,ხაიში,1961,10,22,8.4,12.3,6.1,0.8
2488,ხაიში,1961,10,23,5.9,13.6,2.8,0
2489,ხაიში,1961,10,24,5.4,14.3,2.2,0
2490,ხაიში,1961,10,25,6.2,12.9,2.8,0
2491,ხაიში,1961,10,26,6.6,12.5,2.2,0
2492,ხაიში,1961,10,27,8.3,14.1,4.5,0
2493,ხაიში,1961,10,28,9.9,14.8,7.4,0
2494,ხაიში,1961,10,29,12.2,19.8,8.7,0
2495,ხაიში,1961,10,30,12,20.3,6,0
2496,ხაიში,1961,10,31,14.2,19.1,9.6,0
2497,ხაიში,1961,11,1,13.4,18.5,8.4,0
2498,ხაიში,1961,11,2,12.8,16,9.5,0
2499,ხაიში,1961,11,3,10.9,13.9,9.2,4.6
2500,ხაიში,1961,11,4,10,14.5,6.8,0
2501,ხაიში,1961,11,5,10.1,12.8,8.1,0.05
2502,ხაიში,1961,11,6,9.6,13.9,7.6,0
2503,ხაიში,1961,11,7,7.4,11.3,4.9,0
2504,ხაიში,1961,11,8,7.2,11.5,4.8,0
2505,ხაიში,1961,11,9,7.2,12.9,4.6,0
2506,ხაიში,1961,11,10,7,13.5,2.4,14.3
2507,ხაიში,1961,11,11,7.2,10.6,4.8,3.5
2508,ხაიში,1961,11,12,7.3,12.8,3.4,0
2509,ხაიში,1961,11,13,7.7,11.3,6,0.8
2510,ხაიში,1961,11,14,6.5,9.5,2.6,0
2511,ხაიში,1961,11,15,9.3,11.6,7.9,3.4
2512,ხაიში,1961,11,16,8.6,11.1,6.3,35.4
2513,ხაიში,1961,11,17,4,8,1.8,0
2514,ხაიში,1961,11,18,6.9,10.1,4,2.1
2515,ხაიში,1961,11,19,6.9,11.1,4.4,40.5
2516,ხაიში,1961,11,20,5.7,8.1,3.8,1.5
2517,ხაიში,1961,11,21,3.8,6.4,2,17.4
2518,ხაიში,1961,11,22,1.8,5,0.9,4.6
2519,ხაიში,1961,11,23,1.2,3,-1.1,0.05
2520,ხაიში,1961,11,24,0.8,2.8,-1.1,8.5
2521,ხაიში,1961,11,25,-0.5,2,-2.6,0
2522,ხაიში,1961,11,26,2.2,5.7,-0.6,0
2523,ხაიში,1961,11,27,4.2,6.4,1.4,1.5
2524,ხაიში,1961,11,28,4.8,8,2.4,0
2525,ხაიში,1961,11,29,4.1,6.8,1.8,3.8
2526,ხაიში,1961,11,30,4.9,7.9,1.8,4.4
2527,ხაიში,1961,12,1,5.4,8,4.5,22.4
2528,ხაიში,1961,12,2,7.2,9.5,4.9,18.6
2529,ხაიში,1961,12,3,7.8,12.2,5.8,0
2530,ხაიში,1961,12,4,6.4,8.6,4.3,0
2531,ხაიში,1961,12,5,4.6,8,3.6,0
2532,ხაიში,1961,12,6,5,7.5,2.4,0
2533,ხაიში,1961,12,7,6.7,10.5,3,0
2534,ხაიში,1961,12,8,9,12.3,4.9,0
2535,ხაიში,1961,12,9,8.8,13.3,5.9,0
2536,ხაიში,1961,12,10,8.2,10.8,6,2.3
2537,ხაიში,1961,12,11,6.2,9.5,4.9,0
2538,ხაიში,1961,12,12,5.2,8.3,3.8,11.8
2539,ხაიში,1961,12,13,5,7.8,2.6,0
2540,ხაიში,1961,12,14,5,7.9,3.6,1.5
2541,ხაიში,1961,12,15,2.8,5.4,0.9,5.7
2542,ხაიში,1961,12,16,3.2,6.4,0.4,0
2543,ხაიში,1961,12,17,4.8,8.8,1.9,0
2544,ხაიში,1961,12,18,5.2,7.4,3.6,2.8
2545,ხაიში,1961,12,19,1.3,6.4,-0.1,24.8
2546,ხაიში,1961,12,20,1,2.7,-0.1,4.7
2547,ხაიში,1961,12,21,1,1.8,-0.1,4
2548,ხაიში,1961,12,22,0.3,1.2,-0.3,16.5
2549,ხაიში,1961,12,23,-3.3,0.4,-4.1,0.05
2550,ხაიში,1961,12,24,-1.7,-0.3,-3.1,12.6
2551,ხაიში,1961,12,25,-0.8,1.9,-3.2,1
2552,ხაიში,1961,12,26,1.6,4.4,-0.1,2.5
2553,ხაიში,1961,12,27,1.4,3,0.4,12.6
2554,ხაიში,1961,12,28,2.8,6,0.6,0
2555,ხაიში,1961,12,29,2.7,5.8,1.4,1.7
2556,ხაიში,1961,12,30,3.9,7.2,1.8,0
2557,ხაიში,1961,12,31,3.1,5.7,1.1,0
2558,ხაიში,1962,1,1,3.8,6.8,1.6,1
2559,ხაიში,1962,1,2,3.4,5.7,0.2,0
2560,ხაიში,1962,1,3,2.3,5.7,-0.5,0.05
2561,ხაიში,1962,1,4,0.5,4,-0.7,26.1
2562,ხაიში,1962,1,5,-2.5,0.4,-5.6,0.05
2563,ხაიში,1962,1,6,-1.4,1.1,-3.1,0.05
2564,ხაიში,1962,1,7,-3.4,1.2,-6.2,0
2565,ხაიში,1962,1,8,-3.8,0,-5.6,0
2566,ხაიში,1962,1,9,0.3,3.2,-1.3,0
2567,ხაიში,1962,1,10,-1.5,1.7,-3.9,0
2568,ხაიში,1962,1,11,-4.8,-1.2,-7.5,0
2569,ხაიში,1962,1,12,-4.2,-1.8,-6.2,0
2570,ხაიში,1962,1,13,-2.9,1.4,-5.2,0
2571,ხაიში,1962,1,14,-2.8,1.6,-5.3,0
2572,ხაიში,1962,1,15,-0.2,5,-4.4,0
2573,ხაიში,1962,1,16,1.6,5,-0.5,2.5
2574,ხაიში,1962,1,17,1.6,3.8,-0.2,12.7
2575,ხაიში,1962,1,18,1.8,4.8,-0.8,0
2576,ხაიში,1962,1,19,3,7.7,-0.5,0
2577,ხაიში,1962,1,20,2.9,7.4,0.2,0
2578,ხაიში,1962,1,21,2.3,4.8,0.5,0
2579,ხაიში,1962,1,22,2.4,5.8,0.2,0
2580,ხაიში,1962,1,23,0.6,4.1,-2.4,0
2581,ხაიში,1962,1,24,0.8,5.9,-2,0
2582,ხაიში,1962,1,25,3,7.4,0.2,0
2583,ხაიში,1962,1,26,2.8,5.2,0.2,0
2584,ხაიში,1962,1,27,0.6,4.7,-2,0
2585,ხაიში,1962,1,28,0.6,3.7,-0.5,25.8
2586,ხაიში,1962,1,29,0.4,1.2,-0.5,31
2587,ხაიში,1962,1,30,1.4,4.4,-0.5,2.4
2588,ხაიში,1962,1,31,2.2,5.7,-0.5,5.5
2589,ხაიში,1962,2,1,2.8,5.8,0.2,0
2590,ხაიში,1962,2,2,2.1,6.4,-0.7,0
2591,ხაიში,1962,2,3,2.4,7.8,-0.8,0
2592,ხაიში,1962,2,4,4.1,8,0.9,0
2593,ხაიში,1962,2,5,2.2,5.8,0.2,8
2594,ხაიში,1962,2,6,2.3,6.7,0.2,0
2595,ხაიში,1962,2,7,2,7.6,-1.3,0
2596,ხაიში,1962,2,8,2.4,5,-0.9,0
2597,ხაიში,1962,2,9,1.1,6.2,-1.3,4.5
2598,ხაიში,1962,2,10,1.1,3.4,-0.3,6.3
2599,ხაიში,1962,2,11,0.7,5.4,-4.2,0
2600,ხაიში,1962,2,12,1.8,3.4,0.2,4.5
2601,ხაიში,1962,2,13,1.8,6.7,-0.3,0
2602,ხაიში,1962,2,14,2.2,9.8,-2.8,0
2603,ხაიში,1962,2,15,5.4,13.3,1.9,0
2604,ხაიში,1962,2,16,6.4,13.8,2.6,0
2605,ხაიში,1962,2,17,2.6,7.2,0.7,14.9
2606,ხაიში,1962,2,18,0.9,2.7,-1.3,10.3
2607,ხაიში,1962,2,19,-0.5,3.8,-5.2,3
2608,ხაიში,1962,2,20,0.4,2.7,-1,7.5
2609,ხაიში,1962,2,21,-1.2,3.9,-3.1,0
2610,ხაიში,1962,2,22,-1.3,2.8,-4.7,0
2611,ხაიში,1962,2,23,-0.2,1.4,-1.8,10.8
2612,ხაიში,1962,2,24,0.3,6.9,-4.2,0.05
2613,ხაიში,1962,2,25,2.5,9.2,-2,0
2614,ხაიში,1962,2,26,3.7,9.9,-0.7,1.1
2615,ხაიში,1962,2,27,3,4.8,0.9,5
2616,ხაიში,1962,2,28,2.7,5.3,0.9,0.05
2617,ხაიში,1962,3,1,2.5,6.2,0.4,0
2618,ხაიში,1962,3,2,2.7,8,-2.1,0
2619,ხაიში,1962,3,3,5.4,10.7,2.5,1.2
2620,ხაიში,1962,3,4,5.3,10.5,2.8,21.4
2621,ხაიში,1962,3,5,7.9,15.8,3.8,0
2622,ხაიში,1962,3,6,8.3,17.3,3.3,0
2623,ხაიში,1962,3,7,8.8,17.8,3.2,0
2624,ხაიში,1962,3,8,9.7,19.5,3.8,0
2625,ხაიში,1962,3,9,8.8,14.3,6.2,1.5
2626,ხაიში,1962,3,10,4.2,7.4,4.1,7
2627,ხაიში,1962,3,11,-0.2,2.2,-1.9,0
2628,ხაიში,1962,3,12,-0.1,9.5,-5.7,0
2629,ხაიში,1962,3,13,4.9,9.5,0.5,0
2630,ხაიში,1962,3,14,8.7,19.3,4.1,0
2631,ხაიში,1962,3,15,11.2,23.8,3.9,0
2632,ხაიში,1962,3,16,12.7,24.6,7.3,0
2633,ხაიში,1962,3,17,13.6,23.1,7.8,0
2634,ხაიში,1962,3,18,10.7,15.8,7.1,0.05
2635,ხაიში,1962,3,19,11.1,19.5,7.4,0
2636,ხაიში,1962,3,20,7,11.8,5.4,17.1
2637,ხაიში,1962,3,21,5.9,10.9,3.8,0
2638,ხაიში,1962,3,22,6.9,14.2,2,0
2639,ხაიში,1962,3,23,12.8,21.5,7.1,0
2640,ხაიში,1962,3,24,9.2,14.8,8.1,16
2641,ხაიში,1962,3,25,8.9,13.9,6.6,0.05
2642,ხაიში,1962,3,26,10.3,20.8,4,0
2643,ხაიში,1962,3,27,8.3,12.8,5.5,0
2644,ხაიში,1962,3,28,4.8,9.3,3.3,0.05
2645,ხაიში,1962,3,29,7,15.1,2,0
2646,ხაიში,1962,3,30,5.3,10.1,2.9,9.9
2647,ხაიში,1962,3,31,7.2,16.9,0.7,0
2648,ხაიში,1962,4,1,11,20.9,3.6,0
2649,ხაიში,1962,4,2,10.5,14.8,7.5,2.5
2650,ხაიში,1962,4,3,7,10.5,5.4,7.1
2651,ხაიში,1962,4,4,4.8,7.8,1.3,8.5
2652,ხაიში,1962,4,5,4.6,9.5,1.4,2.8
2653,ხაიში,1962,4,6,10.1,21.8,3.5,0
2654,ხაიში,1962,4,7,15.8,26.1,8.6,0
2655,ხაიში,1962,4,8,17.8,29.8,9.2,0
2656,ხაიში,1962,4,9,11.9,19.8,9,0
2657,ხაიში,1962,4,10,4.9,9.9,2.8,22.7
2658,ხაიში,1962,4,11,4.6,7.8,1.4,8.2
2659,ხაიში,1962,4,12,9.4,18.7,3.3,0
2660,ხაიში,1962,4,13,12.7,25.3,4.6,0
2661,ხაიში,1962,4,14,14.6,27.8,6.1,0
2662,ხაიში,1962,4,15,11.8,19.9,6.6,0.05
2663,ხაიში,1962,4,16,10.4,14.5,8.6,4.8
2664,ხაიში,1962,4,17,10.4,16.3,6.6,2.5
2665,ხაიში,1962,4,18,12.5,20.8,6.8,0
2666,ხაიში,1962,4,19,13.4,23.3,6.8,0
2667,ხაიში,1962,4,20,10.2,18.8,5.2,0
2668,ხაიში,1962,4,21,10.6,15.5,7.6,0
2669,ხაიში,1962,4,22,10.6,15.1,8,0
2670,ხაიში,1962,4,23,13.8,21.2,7.9,0
2671,ხაიში,1962,4,24,13.1,21.3,6.8,0.05
2672,ხაიში,1962,4,25,12.8,19.6,7.6,0
2673,ხაიში,1962,4,26,9.7,13.2,7.6,0
2674,ხაიში,1962,4,27,10.5,16.5,7,0
2675,ხაიში,1962,4,28,9.6,12.5,6.6,1
2676,ხაიში,1962,4,29,11.8,18.9,6.7,0
2677,ხაიში,1962,4,30,13,23.2,5.8,0
2678,ხაიში,1962,5,1,14.3,25.1,6.8,0
2679,ხაიში,1962,5,2,14.8,23.3,8,0
2680,ხაიში,1962,5,3,14.8,25.3,10.4,0
2681,ხაიში,1962,5,4,11.4,16.4,9.5,4
2682,ხაიში,1962,5,5,9.8,13.5,8.8,23.9
2683,ხაიში,1962,5,6,12.7,20.9,6.7,0
2684,ხაიში,1962,5,7,13,17.5,8.1,0
2685,ხაიში,1962,5,8,12.3,17.4,8.7,3
2686,ხაიში,1962,5,9,9.8,11.9,8.2,5.6
2687,ხაიში,1962,5,10,10.4,16,7.5,1.9
2688,ხაიში,1962,5,11,11.9,18.3,7.5,0
2689,ხაიში,1962,5,12,13.5,22.8,5.7,0
2690,ხაიში,1962,5,13,16.7,24.8,10,0
2691,ხაიში,1962,5,14,15.2,23.8,8.5,0
2692,ხაიში,1962,5,15,16,24.8,8,0
2693,ხაიში,1962,5,16,19.3,29.8,13,0
2694,ხაიში,1962,5,17,13.6,20.5,10.5,12.5
2695,ხაიში,1962,5,18,12.7,19.8,7.5,5.5
2696,ხაიში,1962,5,19,14.6,22.8,7.3,0
2697,ხაიში,1962,5,20,15.1,22.3,9.9,0
2698,ხაიში,1962,5,21,16.8,27.3,8.5,0
2699,ხაიში,1962,5,22,19.1,28.9,10.4,0
2700,ხაიში,1962,5,23,18.8,28.3,10.4,0
2701,ხაიში,1962,5,24,20.8,30.3,12.3,0
2702,ხაიში,1962,5,25,19.8,31.3,12.5,0
2703,ხაიში,1962,5,26,17.6,27.3,12.2,2.2
2704,ხაიში,1962,5,27,16.8,26.2,12.2,13.4
2705,ხაიში,1962,5,28,17,26,10.1,0
2706,ხაიში,1962,5,29,16.8,26.8,11,15.4
2707,ხაიში,1962,5,30,15.2,21.5,11,8.1
2708,ხაიში,1962,5,31,18.1,26.1,11.5,0
2709,ხაიში,1962,6,1,18.9,28.4,10.9,0
2710,ხაიში,1962,6,2,21.2,31.2,12.7,0
2711,ხაიში,1962,6,3,21.6,30.5,14.1,0
2712,ხაიში,1962,6,4,19,28.8,12.9,6.4
2713,ხაიში,1962,6,5,15.6,24,10.5,2.8
2714,ხაიში,1962,6,6,18.8,25.8,11.9,0
2715,ხაიში,1962,6,7,14.3,20.4,12.1,26
2716,ხაიში,1962,6,8,11.8,17.1,8.7,0
2717,ხაიში,1962,6,9,10.4,14.2,7,0
2718,ხაიში,1962,6,10,13.6,22.5,6.1,0
2719,ხაიში,1962,6,11,16.3,24.3,11,0
2720,ხაიში,1962,6,12,19.4,29,12.7,1.5
2721,ხაიში,1962,6,13,17.2,22.5,13.7,2.1
2722,ხაიში,1962,6,14,15.6,21.3,12.3,1.3
2723,ხაიში,1962,6,15,13.6,20.1,8.5,0.05
2724,ხაიში,1962,6,16,14.4,20.5,9.7,0
2725,ხაიში,1962,6,17,15.3,20.6,10.1,0
2726,ხაიში,1962,6,18,18,27.5,9.9,0
2727,ხაიში,1962,6,19,20,28.8,10.8,0
2728,ხაიში,1962,6,20,20.3,29.5,13.5,0
2729,ხაიში,1962,6,21,20.8,29.7,14.4,0
2730,ხაიში,1962,6,22,21.5,30.5,13.6,0
2731,ხაიში,1962,6,23,20.8,27.9,13.9,0
2732,ხაიში,1962,6,24,20.9,28.9,16.4,1
2733,ხაიში,1962,6,25,20.8,28.8,14.2,0
2734,ხაიში,1962,6,26,23.8,33.1,16.3,0
2735,ხაიში,1962,6,27,21.9,31.3,17.1,2.8
2736,ხაიში,1962,6,28,21.4,29.7,14,1
2737,ხაიში,1962,6,29,20.6,26.9,15.6,0
2738,ხაიში,1962,6,30,21,28.5,14.1,0
2739,ხაიში,1962,7,1,21.4,29.3,15,0
2740,ხაიში,1962,7,2,21.8,27.4,16.7,2
2741,ხაიში,1962,7,3,21.6,28.5,16.5,0
2742,ხაიში,1962,7,4,20.1,25.6,16.4,18.9
2743,ხაიში,1962,7,5,21,27.8,16,2.6
2744,ხაიში,1962,7,6,23.4,32.5,15.3,0
2745,ხაიში,1962,7,7,22.8,30.9,16,0
2746,ხაიში,1962,7,8,21.6,27.8,17.5,0
2747,ხაიში,1962,7,9,17.6,21.8,14.9,33.7
2748,ხაიში,1962,7,10,17.4,20.8,13.7,18.1
2749,ხაიში,1962,7,11,16.6,20.5,14.2,0
2750,ხაიში,1962,7,12,18.2,23.5,14.1,0
2751,ხაიში,1962,7,13,20.5,29.3,13.6,0
2752,ხაიში,1962,7,14,22.1,29.8,16,0
2753,ხაიში,1962,7,15,22.1,26.8,17.7,0
2754,ხაიში,1962,7,16,21,27.6,15.5,9.4
2755,ხაიში,1962,7,17,23,34.3,15.1,0
2756,ხაიში,1962,7,18,23.9,34.3,16,0
2757,ხაიში,1962,7,19,24.8,33.5,17.3,0
2758,ხაიში,1962,7,20,26.4,39.1,18.5,0
2759,ხაიში,1962,7,21,23.1,28.9,18.1,0
2760,ხაიში,1962,7,22,22,26.7,19,0
2761,ხაიში,1962,7,23,22.2,27.4,18.2,0
2762,ხაიში,1962,7,24,22.2,27.8,17.5,0
2763,ხაიში,1962,7,25,22.9,27.8,16.7,0
2764,ხაიში,1962,7,26,21.7,26.3,19,0
2765,ხაიში,1962,7,27,21.7,27.1,17.8,0
2766,ხაიში,1962,7,28,22.8,29.5,17.7,0
2767,ხაიში,1962,7,29,23.2,29.5,18,0
2768,ხაიში,1962,7,30,23,28.8,18.1,0
2769,ხაიში,1962,7,31,24.8,31.9,17.5,0
2770,ხაიში,1962,8,1,23.3,29.4,18.1,2.5
2771,ხაიში,1962,8,2,18.2,22.2,15,43.7
2772,ხაიში,1962,8,3,16.6,21.9,12.3,0
2773,ხაიში,1962,8,4,17,24.9,11,0
2774,ხაიში,1962,8,5,19.8,28.3,11.9,0
2775,ხაიში,1962,8,6,19.9,28.9,13.1,0
2776,ხაიში,1962,8,7,21.4,30.5,13.6,1
2777,ხაიში,1962,8,8,22.8,31.3,15,0
2778,ხაიში,1962,8,9,24.4,35.5,16.1,0
2779,ხაიში,1962,8,10,23.8,32.7,17.1,0
2780,ხაიში,1962,8,11,22.8,31.1,16,0
2781,ხაიში,1962,8,12,22.9,29.9,16.7,0
2782,ხაიში,1962,8,13,22.4,31.5,15.4,0
2783,ხაიში,1962,8,14,23,31.9,18,0
2784,ხაიში,1962,8,15,20.6,28.2,16.4,17.5
2785,ხაიში,1962,8,16,21.1,29.2,14.7,0.05
2786,ხაიში,1962,8,17,23.1,31.7,16.3,0
2787,ხაიში,1962,8,18,23.8,32,16.9,0
2788,ხაიში,1962,8,19,22.6,29.7,16.2,0
2789,ხაიში,1962,8,20,22.2,27.8,19.5,0
2790,ხაიში,1962,8,21,18.8,22.4,17.5,5.1
2791,ხაიში,1962,8,22,16.2,19.6,15,6.6
2792,ხაიში,1962,8,23,17.3,23.9,12.7,0
2793,ხაიში,1962,8,24,17.6,24.1,12.5,0
2794,ხაიში,1962,8,25,19.4,28.7,12.2,0
2795,ხაიში,1962,8,26,21.1,32.1,13.9,0
2796,ხაიში,1962,8,27,21.8,30.9,14.5,0
2797,ხაიში,1962,8,28,21.6,30.8,15,0
2798,ხაიში,1962,8,29,22.2,29.5,16.7,0
2799,ხაიში,1962,8,30,23.6,30.8,18.1,0
2800,ხაიში,1962,8,31,20.2,25.3,17.1,27.7
2801,ხაიში,1962,9,1,19.6,27.4,14.2,0
2802,ხაიში,1962,9,2,15.8,20.3,13.9,14.8
2803,ხაიში,1962,9,3,14.5,21.3,8.9,0
2804,ხაიში,1962,9,4,14.6,23.5,9.5,0
2805,ხაიში,1962,9,5,16.8,26.5,10.2,0
2806,ხაიში,1962,9,6,18.4,27.9,11.6,0
2807,ხაიში,1962,9,7,17.9,25.8,12.8,0
2808,ხაიში,1962,9,8,19.1,28.1,13.2,0
2809,ხაიში,1962,9,9,18.3,30.1,11.1,0
2810,ხაიში,1962,9,10,19,26.9,11.9,0
2811,ხაიში,1962,9,11,14.5,22.8,13.6,14.4
2812,ხაიში,1962,9,12,14,18.2,11.1,7.6
2813,ხაიში,1962,9,13,14.6,19.7,11.9,6.1
2814,ხაიში,1962,9,14,16.3,25.5,11.6,0
2815,ხაიში,1962,9,15,14.6,21.7,8.9,0
2816,ხაიში,1962,9,16,14.3,20.5,9.3,0
2817,ხაიში,1962,9,17,14,21.2,9,0
2818,ხაიში,1962,9,18,15,25.1,9.4,0
2819,ხაიში,1962,9,19,15.5,25.7,9.2,0
2820,ხაიში,1962,9,20,15.8,25.7,8.9,0
2821,ხაიში,1962,9,21,14.9,24.7,8.8,0
2822,ხაიში,1962,9,22,16.6,25.3,10.9,0
2823,ხაიში,1962,9,23,16.6,26.3,10.8,0
2824,ხაიში,1962,9,24,16.4,25.4,9.2,0
2825,ხაიში,1962,9,25,18.3,26.8,13.2,0
2826,ხაიში,1962,9,26,19.7,28.8,14.8,0
2827,ხაიში,1962,9,27,19,29.8,13.4,0
2828,ხაიში,1962,9,28,19,25.5,14.9,0
2829,ხაიში,1962,9,29,18,26.7,13.6,0
2830,ხაიში,1962,9,30,17.6,26.7,12.9,0
2831,ხაიში,1962,10,1,19.3,28.7,13.6,0
2832,ხაიში,1962,10,2,18.2,26.9,12.9,0
2833,ხაიში,1962,10,3,17.2,27.6,12.5,0
2834,ხაიში,1962,10,4,18.5,30.5,13,0
2835,ხაიში,1962,10,5,17.7,27.5,12.6,0
2836,ხაიში,1962,10,6,18.1,24.8,13.7,0
2837,ხაიში,1962,10,7,17.2,24.5,12.5,1.1
2838,ხაიში,1962,10,8,16.8,22.6,12.3,10.3
2839,ხაიში,1962,10,9,14,17.5,12.5,30.9
2840,ხაიში,1962,10,10,10,16.5,6.1,22.7
2841,ხაიში,1962,10,11,8.2,15.3,4.3,0
2842,ხაიში,1962,10,12,8.5,16.9,4,0
2843,ხაიში,1962,10,13,10.6,18.3,4.5,0
2844,ხაიში,1962,10,14,11.3,16.3,8,1.8
2845,ხაიში,1962,10,15,10.1,16.8,5.1,0
2846,ხაიში,1962,10,16,8.8,10.9,7.2,12.4
2847,ხაიში,1962,10,17,6.9,11.8,2.2,0
2848,ხაიში,1962,10,18,7.5,13.1,3.7,0
2849,ხაიში,1962,10,19,6,15.5,2.5,0
