station_id,station_name,elevation_m,latitude,longitude,year,month,tmean_c_month,tmax_c_month,tmin_c_month,dtr_c_month,precip_mm_month,n_days_month
mestia,Mestia,1441.0,43.03,42.45,1959,1,-3.3548387096774195,2.4419354838709677,-8.403225806451612,10.845161290322581,67.9,31
mestia,Mestia,1441.0,43.03,42.45,1959,2,-9.457142857142857,-3.960714285714286,-14.303571428571429,10.342857142857143,48.0,28
mestia,Mestia,1441.0,43.03,42.45,1959,3,-1.803225806451613,5.183870967741935,-7.680645161290323,12.864516129032259,22.400000000000002,31
mestia,Mestia,1441.0,43.03,42.45,1959,4,5.323333333333333,12.316666666666666,-0.006666666666666613,12.323333333333332,134.25,30
mestia,Mestia,1441.0,43.03,42.45,1959,5,11.058064516129033,17.5,6.096774193548387,11.403225806451612,68.5,31
mestia,Mestia,1441.0,43.03,42.45,1959,6,13.303333333333335,21.08,7.39,13.69,64.55,30
mestia,Mestia,1441.0,43.03,42.45,1959,7,17.219354838709677,25.63225806451613,10.100000000000001,15.53225806451613,86.25,31
mestia,Mestia,1441.0,43.03,42.45,1959,8,14.680645161290323,22.793548387096774,8.903225806451612,13.89032258064516,97.35,31
mestia,Mestia,1441.0,43.03,42.45,1959,9,8.12,15.036666666666667,3.42,11.616666666666667,142.5,30
mestia,Mestia,1441.0,43.03,42.45,1959,10,3.106451612903226,10.067741935483872,-1.3225806451612903,11.390322580645162,77.95,31
mestia,Mestia,1441.0,43.03,42.45,1959,11,1.5433333333333332,7.75,-2.44,10.19,49.599999999999994,30
mestia,Mestia,1441.0,43.03,42.45,1959,12,-2.57741935483871,2.9838709677419355,-7.067741935483871,10.051612903225807,68.8,31
mestia,Mestia,1441.0,43.03,42.45,1960,1,-2.8225806451612905,2.4645161290322584,-6.748387096774193,9.212903225806452,79.4,31
mestia,Mestia,1441.0,43.03,42.45,1960,2,-4.36551724137931,1.5275862068965518,-9.10344827586207,10.63103448275862,155.35,29
mestia,Mestia,1441.0,43.03,42.45,1960,3,-1.4129032258064516,5.903225806451613,-6.922580645161291,12.825806451612904,40.7,31
mestia,Mestia,1441.0,43.03,42.45,1960,4,5.176666666666667,10.893333333333334,0.8,10.093333333333334,89.75,30
mestia,Mestia,1441.0,43.03,42.45,1960,5,11.016129032258064,18.0258064516129,4.629032258064516,13.396774193548387,75.2,31
mestia,Mestia,1441.0,43.03,42.45,1960,6,13.446666666666665,20.490000000000002,7.3,13.19,102.1,30
mestia,Mestia,1441.0,43.03,42.45,1960,7,16.677419354838708,25.029032258064515,9.19032258064516,15.838709677419354,23.35,31
mestia,Mestia,1441.0,43.03,42.45,1960,8,13.980645161290322,22.148387096774194,7.835483870967742,14.312903225806451,69.2,31
mestia,Mestia,1441.0,43.03,42.45,1960,9,12.556666666666667,21.723333333333336,5.946666666666667,15.776666666666667,33.85,30
mestia,Mestia,1441.0,43.03,42.45,1960,10,8.135483870967741,17.20967741935484,1.8741935483870968,15.33548387096774,85.0,31
mestia,Mestia,1441.0,43.03,42.45,1960,11,3.256666666666667,11.03,-2.6366666666666663,13.666666666666666,20.5,30
mestia,Mestia,1441.0,43.03,42.45,1960,12,-1.5,5.680645161290323,-7.16774193548387,12.848387096774195,28.9,31
mestia,Mestia,1441.0,43.03,42.45,1961,1,-5.438709677419355,1.5548387096774194,-10.687096774193549,12.241935483870968,76.05,31
