hydro_year,pdd_degC_sum,n_freezing_days,n_days_p>=20.0mm
2013,0.0,0,0
2014,0.0,0,4
2015,0.0,0,2
2016,456.64220454545455,0,2
2017,2769.1784166666666,0,1
2018,2337.902067982456,0,1
2019,606.4372083333333,0,2
2020,2875.6707824675323,0,0
2021,2735.3771726190475,0,3
2022,2736.8108931159422,0,3
2023,2307.567386038961,0,8
2024,2410.5757648550725,0,0
2025,2868.942894927536,0,8
2026,541.2190638825324,0,1
